ko	pathway	ERR1995239_bin.1	ERR1995239_bin.10	ERR1995239_bin.11	ERR1995239_bin.12	ERR1995239_bin.13	ERR1995239_bin.14	ERR1995239_bin.15	ERR1995239_bin.16	ERR1995239_bin.17	ERR1995239_bin.18	ERR1995239_bin.19	ERR1995239_bin.2	ERR1995239_bin.20	ERR1995239_bin.21	ERR1995239_bin.22	ERR1995239_bin.23	ERR1995239_bin.24	ERR1995239_bin.25	ERR1995239_bin.26	ERR1995239_bin.27	ERR1995239_bin.28	ERR1995239_bin.29	ERR1995239_bin.3	ERR1995239_bin.30	ERR1995239_bin.31	ERR1995239_bin.32	ERR1995239_bin.4	ERR1995239_bin.5	ERR1995239_bin.6	ERR1995239_bin.7	ERR1995239_bin.8	ERR1995239_bin.9
ko00998	Biosynthesis of various antibiotics	10	20	14	20	23	13	20	19	18	18	19	21	21	23	24	14	19	15	17	18	21	22	20	14	14	22	21	20	19	21	19	12
ko00999	Biosynthesis of various plant secondary metabolites	4	7	6	10	8	4	8	7	11	6	8	7	7	10	8	5	5	6	7	7	6	12	6	8	6	11	7	5	8	7	6	7
ko01040	Biosynthesis of unsaturated fatty acids	6	5	4	3	4	5	5	3	3	4	3	6	4	3	3	6	4	6	4	4	3	4	3	3	3	4	6	3	4	3	3	5
ko01051	Biosynthesis of ansamycins	7	8	5	7	8	3	7	6	8	5	9	6	8	8	10	8	7	7	8	6	8	7	8	8	6	7	7	9	8	8	8	7
ko01052	Type I polyketide structures	13	5	3	12	5	3	6	5	13	3	7	3	4	12	8	4	2	7	5	3	6	5	4	4	12	3	5	6	13	5	6	11
ko01053	Biosynthesis of siderophore group nonribosomal peptides	10	9	10	11	11	2	6	10	11	12	10	8	7	12	8	9	8	10	4	7	11	10	11	8	9	7	13	12	11	12	11	13
ko01054	Nonribosomal peptide structures	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1
ko01055	Biosynthesis of vancomycin group antibiotics	8	9	5	10	7	7	11	9	10	5	10	11	9	10	6	10	4	7	6	9	7	8	7	5	6	6	9	7	11	7	5	8
ko01056	Biosynthesis of type II polyketide backbone	4	2	4	4	4	4	4	4	5	4	4	6	4	4	2	2	2	2	4	4	4	4	4	2	4	4	4	4	4	4	4	4
ko01057	Biosynthesis of type II polyketide products	16	19	14	16	17	13	19	14	18	16	17	17	16	15	23	13	14	20	16	16	15	17	17	16	14	14	17	21	17	16	15	15
ko01059	Biosynthesis of enediyne antibiotics	23	13	20	25	22	16	13	23	29	22	18	21	15	25	19	11	12	14	16	17	19	26	21	15	18	16	20	18	21	21	19	19
ko01100	Metabolic pathways	1460	1635	1372	1699	1598	994	1599	1464	1772	1420	1663	1633	1515	1794	1524	1360	1467	1394	1427	1468	1487	1746	1456	1454	1469	1524	1643	1520	1640	1652	1414	1544
ko01110	Biosynthesis of secondary metabolites	688	767	606	802	752	479	731	679	813	698	784	751	690	833	716	591	678	646	639	691	726	810	650	677	696	695	752	708	783	753	666	706
ko01120	Microbial metabolism in diverse environments	504	541	437	545	515	277	521	482	580	475	555	590	517	591	482	466	506	493	513	491	477	553	466	473	483	496	542	486	518	569	458	516
ko01200	Carbon metabolism	176	200	153	204	187	91	188	175	212	170	202	210	189	209	168	175	175	176	182	184	180	204	174	165	169	173	192	183	188	202	169	192
ko01210	2-Oxocarboxylic acid metabolism	29	53	45	52	53	25	52	52	52	53	50	48	48	51	52	33	53	48	42	52	53	52	47	52	46	51	53	53	51	53	49	53
ko01212	Fatty acid metabolism	37	33	27	39	29	26	44	36	39	27	40	44	43	39	18	33	15	34	30	42	28	34	31	13	29	31	43	29	39	32	28	30
ko01220	Degradation of aromatic compounds	85	75	55	81	68	35	68	64	88	64	89	89	69	89	72	61	69	68	68	59	61	80	69	70	78	64	68	58	79	78	60	76
ko01230	Biosynthesis of amino acids	149	197	172	194	196	124	185	185	189	188	189	181	178	193	183	143	182	169	178	189	193	196	163	177	167	191	191	192	187	193	178	189
ko01232	Nucleotide metabolism	51	55	43	57	51	37	60	47	60	45	54	52	58	56	56	56	46	60	56	58	49	54	53	48	55	59	63	46	52	57	46	45
ko01240	Biosynthesis of cofactors	224	227	205	232	224	185	202	209	234	209	219	232	190	237	178	176	179	183	178	179	196	244	202	188	189	201	243	218	225	214	198	205
ko01250	Biosynthesis of nucleotide sugars	89	127	102	118	115	92	130	102	126	91	119	111	103	119	118	106	103	68	96	100	121	129	112	108	102	112	116	113	120	119	91	111
ko01501	beta-Lactam resistance	5	4	3	7	4	3	6	4	8	4	4	4	3	8	5	4	4	4	6	5	5	7	6	5	4	4	5	4	7	4	5	4
ko01502	Vancomycin resistance	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
ko01503	Cationic antimicrobial peptide (CAMP) resistance	9	8	9	10	9	8	10	8	10	8	10	11	6	10	9	7	6	7	5	6	9	10	8	7	8	7	8	7	9	7	7	8
ko01521	EGFR tyrosine kinase inhibitor resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko01522	Endocrine resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko01523	Antifolate resistance	4	4	4	4	3	2	2	4	4	2	4	2	1	4	2	3	2	4	4	2	2	4	2	4	4	2	4	3	4	3	4	2
ko01524	Platinum drug resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko02010	ABC transporters	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ko02020	Two-component system	23	18	16	27	22	12	20	16	28	14	29	21	22	22	22	25	21	16	19	21	16	24	17	17	22	24	20	19	24	20	17	21
ko02024	Quorum sensing	14	16	13	19	19	10	15	18	17	21	19	16	16	19	14	14	12	12	11	17	13	20	14	15	14	16	18	18	19	18	17	19
ko02025	Biofilm formation - Pseudomonas aeruginosa	8	5	7	8	9	6	6	8	8	9	8	7	7	8	5	5	5	5	6	7	6	8	9	5	7	7	9	8	7	8	10	10
ko02026	Biofilm formation - Escherichia coli	2	3	3	3	3	1	4	4	2	4	3	3	4	2	4	3	4	2	4	4	3	3	2	3	2	4	4	3	3	4	3	3
ko02030	Bacterial chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko02040	Flagellar assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko02060	Phosphotransferase system (PTS)	1	13	45	1	9	1	23	22	3	13	1	14	24	3	2	11	15	1	53	22	10	3	1	2	2	40	14	11	3	22	21	2
ko03008	Ribosome biogenesis in eukaryotes	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0
ko03010	Ribosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013	Nucleocytoplasmic transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03015	mRNA surveillance pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03018	RNA degradation	3	3	3	2	3	2	3	3	3	3	3	3	3	3	2	2	2	1	3	2	3	3	3	2	2	3	3	3	2	3	3	3
ko03020	RNA polymerase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03022	Basal transcription factors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03030	DNA replication	2	2	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	3	2	2	2	2	2	2	2	2	3
ko03040	Spliceosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03050	Proteasome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03060	Protein export	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03070	Bacterial secretion system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03230	Viral genome structure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03240	Viral replication	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1
ko03250	Viral life cycle - HIV-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03320	PPAR signaling pathway	7	6	2	7	5	5	9	5	7	5	7	8	9	7	3	7	6	8	3	9	3	7	3	5	3	5	9	5	6	5	6	6
ko03410	Base excision repair	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	2
ko03420	Nucleotide excision repair	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	2
ko03430	Mismatch repair	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	2
ko03440	Homologous recombination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450	Non-homologous end-joining	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ko03460	Fanconi anemia pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04010	MAPK signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04011	MAPK signaling pathway - yeast	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04012	ErbB signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04013	MAPK signaling pathway - fly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04014	Ras signaling pathway	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1
ko04015	Rap1 signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04016	MAPK signaling pathway - plant	2	1	1	3	1	2	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1
ko04020	Calcium signaling pathway	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
ko04022	cGMP-PKG signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04024	cAMP signaling pathway	2	1	0	1	1	1	2	0	0	1	0	1	2	1	1	2	0	2	0	2	0	1	0	0	1	1	2	1	1	1	1	1
ko04060	Cytokine-cytokine receptor interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04061	Viral protein interaction with cytokine and cytokine receptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04062	Chemokine signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04064	NF-kappa B signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04066	HIF-1 signaling pathway	7	7	6	6	6	6	6	7	7	8	6	8	7	7	5	6	6	6	7	6	8	7	8	7	6	7	8	7	6	7	6	7
ko04068	FoxO signaling pathway	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1
ko04070	Phosphatidylinositol signaling system	5	2	2	3	3	1	1	1	3	1	5	1	2	5	4	6	6	3	2	1	2	5	2	2	1	1	2	3	4	3	2	3
ko04071	Sphingolipid signaling pathway	3	2	1	2	3	0	2	2	1	2	1	0	3	2	3	4	1	4	1	1	0	2	0	2	3	2	3	2	1	2	1	2
ko04072	Phospholipase D signaling pathway	4	3	2	3	4	0	2	2	2	2	2	1	3	4	3	4	2	3	3	2	1	4	1	3	1	2	3	3	3	3	3	4
ko04075	Plant hormone signal transduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04080	Neuroactive ligand-receptor interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04110	Cell cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04111	Cell cycle - yeast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112	Cell cycle - Caulobacter	2	3	3	2	3	2	2	3	2	3	2	2	3	2	3	2	2	3	3	3	2	2	3	2	2	3	3	3	2	3	3	3
ko04113	Meiosis - yeast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1
ko04114	Oocyte meiosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04115	p53 signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04120	Ubiquitin mediated proteolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04122	Sulfur relay system	9	9	8	10	9	7	11	9	9	9	9	11	13	9	10	10	8	11	13	10	9	10	7	10	9	11	12	9	7	10	8	10
ko04130	SNARE interactions in vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04136	Autophagy - other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04137	Mitophagy - animal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04138	Autophagy - yeast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04139	Mitophagy - yeast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04140	Autophagy - animal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04141	Protein processing in endoplasmic reticulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04142	Lysosome	3	4	6	12	1	0	8	2	13	4	11	2	2	12	2	1	10	2	1	2	2	11	2	11	10	1	3	0	4	1	3	4
ko04144	Endocytosis	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1
ko04145	Phagosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04146	Peroxisome	8	12	8	9	7	4	12	8	7	8	10	15	14	10	7	13	9	11	8	11	8	9	9	11	10	11	10	8	9	8	9	8
ko04150	mTOR signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04151	PI3K-Akt signaling pathway	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1
ko04152	AMPK signaling pathway	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	2	2	2	1	2	2	1	2	3	1	2	2	1	1	2	2	3
ko04210	Apoptosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04211	Longevity regulating pathway	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04212	Longevity regulating pathway - worm	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ko04213	Longevity regulating pathway - multiple species	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1
ko04214	Apoptosis - fly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04215	Apoptosis - multiple species	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04216	Ferroptosis	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
ko04217	Necroptosis	3	2	2	3	3	1	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3
ko04218	Cellular senescence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04260	Cardiac muscle contraction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04261	Adrenergic signaling in cardiomyocytes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04270	Vascular smooth muscle contraction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04310	Wnt signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04320	Dorso-ventral axis formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04330	Notch signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04340	Hedgehog signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04341	Hedgehog signaling pathway - fly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04350	TGF-beta signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04360	Axon guidance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04361	Axon regeneration	1	1	2	0	1	0	0	0	0	0	1	0	2	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1
ko04370	VEGF signaling pathway	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
ko04371	Apelin signaling pathway	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1
ko04380	Osteoclast differentiation	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ko04390	Hippo signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04391	Hippo signaling pathway - fly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04392	Hippo signaling pathway - multiple species	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04510	Focal adhesion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04512	ECM-receptor interaction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04514	Cell adhesion molecules	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04520	Adherens junction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04530	Tight junction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04540	Gap junction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04550	Signaling pathways regulating pluripotency of stem cells	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04610	Complement and coagulation cascades	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04611	Platelet activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04612	Antigen processing and presentation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04613	Neutrophil extracellular trap formation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04614	Renin-angiotensin system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04620	Toll-like receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04621	NOD-like receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04622	RIG-I-like receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ko04623	Cytosolic DNA-sensing pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04624	Toll and Imd signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04625	C-type lectin receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04626	Plant-pathogen interaction	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
ko04630	JAK-STAT signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04640	Hematopoietic cell lineage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04650	Natural killer cell mediated cytotoxicity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04657	IL-17 signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04658	Th1 and Th2 cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04659	Th17 cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04660	T cell receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04662	B cell receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04664	Fc epsilon RI signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04666	Fc gamma R-mediated phagocytosis	2	1	0	2	2	0	1	1	1	1	0	0	1	2	2	2	1	2	1	1	0	2	0	1	1	1	1	1	1	1	1	2
ko04668	TNF signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04670	Leukocyte transendothelial migration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04672	Intestinal immune network for IgA production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04710	Circadian rhythm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04711	Circadian rhythm - fly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04712	Circadian rhythm - plant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04713	Circadian entrainment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04714	Thermogenesis	3	1	2	2	2	1	2	2	2	2	3	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2
ko04720	Long-term potentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04721	Synaptic vesicle cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
